白名单,#genre#
华语群星-如果你相信,http://em.21dtv.com/songs/60144849.mkv
CHILE:MEGAHD,https://iptv.mydiver.eu.org/live/encrypted/ZDJiYjUzMGNiMzViODQ4NmViM2VjMWQ4MjgxMTI1YjI6MTUzM2UxNmI1MmNmM2NhM2M5ZDUxNDFhZDNhMzA0YzVkYzIzZGViNjUxMDUxN2FlN2MwMDExNDA0NDBiMTExNmViODg5MDdhNDU2N2Y0NjUwZDI3YTVlZmE5MGQyZWM3MTFhMjNiN2RmYjE3MTU1NDM5MDAxMGUxNDUxMzg4ZDY0NTQyNzNlZjRjNGYxODI4NWEyYWI5Yzg4MWViOGU2MzU5OWExYjYwNmUxNzgwNzFiNWM1N2E3OTdjMjJhZDBhN2IzYWYzODdkMWJlMTIwOTQzM2M5NWQ2MjgyYjllNWNmNGRmZTM1OTkyNDE2MTcyMTQyMDU2ZmEyN2I4NjRmMzc4N2RmZWJiNjM1MjIxZDkzN2UwMTZlNmYzMzQxNTc2MWQyNmFiMWY5MDllYjllMDIzN2ZiN2RmZWJlNzMwZGVmODc0MGY1MjJlMWE3MDhiY2U1NzRjMzIxZDIzYjA0MA?username=tg_at1uqlok
郁可唯-未至,http://em.21dtv.com/songs/60139174.mkv
金色学堂,http://114.246.181.35:4022/udp/239.3.1.208:8001
丁度,https://ckzy1com.com/20221218/NhlIE4ww/index.m3u8
VSiN,https://vsin-sgrewind.streamguys1.com/scte/live-2k/playlist.m3u8
ABC:OKLAHOMACITYKOCO,https://iptv.mydiver.eu.org/live/encrypted/ZWY1NmE4Y2ExNDdkYTI3NTZlMzA4MzQwM2EzMjE3ZWY6OTM5ZDJhZWQwZWNjNWMzMTBjMjYxNGUxYzI5ZTYxZjhjZDU3ZjllOTFiODY3OGZhODIxMzYzNDI5NWE0OTY2NDdkNzg5ZTM3ZTE1OWVlNzE0N2VkMjZkZDliYmI3MzI4NTIwZGI5NjE3NDgyZTg4MjM0MjQ1YWZhMmNhN2E2NGMyOTE4MzE1ZDAyMWEyMzhiNjAyZjljZmI0NTUzZmMxNDJiOTNjMDdhMTE2MzBhOTQ3MTZiMzAzNzA4MjM5ZTAyMzgzYzdhYzQ2ZTBhMTk2NWM5YTJiYzdhMzIyMzFhMTcyNDAxMjNhOGE0MmRlMDQzOWM4NTUxN2EyMDk0YjAzMzBkYmFiYjhmZjM4NDYyNTg0OWU4ZTgwMTU5YWVhYjZmNTc0MjI0ZWQ0MjEyYjYyZTc1ZDhmMDhjZDU5OWQzZWQwN2FmN2JiNjFlOGNkZGZmZGYxZjhhYmNiZTczZGY5OQ?username=tg_at1uqlok
广西综艺旅游,http://222.83.161.79:9003/udp/239.81.0.214:4056
陕西五套,http://112.46.85.60:8009/hls/22/index.m3u8
北京体育,http://114.246.181.35:4022/udp/239.3.1.243:8000
沂源新闻,http://144.255.32.239:8288/udp/239.21.1.114:5002#http://144.255.32.18:8288/udp/239.21.1.114:5002
张碧晨-如果一切没有发生过,http://em.21dtv.com/songs/60143412.mkv
新红楼梦10,https://play.hhuus.com/play/YaOLJVpb/index.m3u8
IPTV6电影,http://222.83.161.79:9003/udp/239.81.0.100:4056
USA:DISCOVERYFAMILY,https://iptv.mydiver.eu.org/live/encrypted/MzE4MmZmYzU0ZGYxMmIyNDY3M2JhOWE1NzgxODFlMTQ6YTg3NDlkNzY0YjRiNGJmYTA4OTY2ZWU1Y2E0MTdkOTU1N2MzOWNjMGNmNDU1OTczMGY1YzEyNjQ3MWU4OWIxMjBlN2IyZGZmMWMwOWVhNGI3YjgwMTc2Y2JkMmFkZDNiZDY0ODc4ZTM3ZDhmOGYxMGI4MzEyZDQwNjhiOWYwYWEwMjdkMzA4YzAyMzA1MjE5YjllMzY2ZDU4Nzc3MzIwNWFhYTc1OGQ1Y2Y2YWRkZTkwMjhmNThlYWM0OWMwY2ZlNjJkOTBiYzRlMTIzODhkNzI1Y2IwYmIyMzc0Mzk0MDVmNmY1ZWUwNmJhNmIzODgzNzlmNWEwMTQ4NjgzMmU0M2NmZjBiMWI3NjM3MGYxOTJhYjU5NGRhZTY1Yzg0Mzc5ZjJjZDBlNDk0OTQ5MGMyNGRlNGM3ZjhmOWNlMGZmODRjYThhOGMyOTMyZWIwZjE1M2I0M2RlYTBiM2RhNmZjNA?username=tg_at1uqlok
USLifetime,https://iptv.mydiver.eu.org/live/encrypted/MDNkYTg0ZjY2ZGM2NjIzNmY3NzFlMjVlODc5M2UwNDQ6MjFlZDE0ZTE0OGNiMmFkNjg3ZDkyYjNhYTBkZTRjMWY2MGZjYzAzY2UxMTllZjc4NjI1OTY4MzJkZDI0NTlmOTYzMDM2MDUyMzI0NmE4MTJiNjM3ZDI5MjhiNTE2NzI2Yzc4ZDM3MGVjMjNlMDRjZDFjNmU4YzBmZTM1ZGJmYTA5N2Q5YmNjNGNmYzA1YmM3ZTQ1MGEyZDU1NjI2MjdjMTAwNjE0YzIwNDYzODhiNjEwN2FmODY3NWJhMWY4MGIzNzEzNmNmZTkxMjIzZDVmMDU2ZmJhOWViYzc1MjZhNTE5MDdiN2NjN2NhMWYzZGJmNDg1ODhjNThkNmQ4YTVmZGNmYWQ0NTkwYzQzZmEzYTgxOGQ5YWViZmI1NjdkYzFlZTA4ZWE1MTEwNjQ4NjFjMTA3YTllMGU3ZjdjZmRkOWJkOGM4ZjBjMDY0MmE2ZjBmZWM4YWZmZGYyZDIzMjNkOQ?username=tg_at1uqlok
快乐垂钓,http://219.141.47.69:8188/udp/238.255.2.191:5999
CHC电影,http://123.129.180.66:9902/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
庄心妍-屋檐下的浪漫,http://em.21dtv.com/songs/60137554.mkv
NeiMonggolTV,http://1.24.190.98:10080/hls/39/index.m3u8
USNBCSportsPhilly(F),https://iptv.mydiver.eu.org/live/encrypted/ZjcyZjgzNTU3OTg5NzkxNzM0YzhmNzJhMjE1NDI0Nzk6ZWRmOGRhYTE1ZjBkZTI3MmVlZTJkMmUzNzczYTVlMzg5N2ZlNDAyNTE4NTczMDYyMGMxNjVmNWY4OTk1MzQ3M2E4OGQ5ODE2NzFhMTdmN2VkYmQyM2NiMzk1YzQwYjMwZjNmYTE4ZjljODkzNDVjMTdkMDNiZmRiMWIyMWNjN2E0MTgxZTBkMzY0NWRhNjM2YjBmM2VmYzI1MWQ4MzcxNDk4MjlkM2NlYzcxNWViNTNmNGJlNjliMTU2ZTY3MmQ0MzA1MjFlZmVhMGQ3Y2ZmZjhkM2Y1OTBmYWI2NDc4NjMwZmJmZjc5MjdlNTMwYjk1Mjc1YWNhMzYzZGIwNGNmNzhmYmNmODkwNDdjOThjNTllNDNjOTBkNGFhNjUwYjExMzE4OTg0NzNjY2U0NDczZjZkZWQwOTI1NGI4Y2VmODZiZGJhYzlmNTQyY2JiNzAxODRjNGUzOTg3Y2JhNGIwMA?username=tg_at1uqlok
CCTV5-体育,http://123.129.180.66:9902/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军事,http://123.129.180.66:9902/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
江苏江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
M4:JasonStatham,https://iptv.mydiver.eu.org/live/encrypted/ZDEzMTJmMDQ0OGZjYzc5MzE2N2IwZGQ0NjIyNjRjOTA6NzYyM2UwZjFjM2UyNDNiOTU4OTc1ZWY5YTlhNTgwOWZlZDNiODQ3OGI4NjNmOTNjZDlmM2M2OTdjZmY2YjY5ZTNiMWI4YzIyOGRmM2MxZjRiMTI5MmZiZWI1MzA0Y2IyNDgzODVlMWFjZDBmYmVhYjM1ODMzNWViZmI0NDdmNWEyNGMxMTQzOWY3YzQ1YTFiN2U4NzcwNmMzN2I5ODY1N2JmOWVlY2NmZTg0Y2Q0MTJhYmQzMzAzOGVhZmRmNGZiNGY5YTg5ZTk5M2UwMjYxZDkxNDRhODZlOTQ5YTlkOTk0MDZmZDU1NDVmNWUyZTI2ZGJkODY2OThkYjU3Yjk1ODgwODZkNzAwYzFmYWUxYjFlMjFjNmZmNzM5YzFhZTEzNzkyMzJhNzJlOTQwYTA0YTc5MmNkMzAwZmNhZGRiNzE1YzQ3NWZiNzU2YWY5YWY5NGZjNjI0OGQ2NGIzNjQ5Zg?username=tg_at1uqlok
北京体育,http://61.149.251.202:4022/rtp/239.3.1.243:8000
毕节-2,http://218.86.187.80:8188/rtp/238.255.2.132:5999#http://218.86.184.34:4022/rtp/238.255.2.132:5999
QuartoCanaleFlegreo,http://live.mariatvcdn.com/dialogos/171e41deedf405f10c7dd6311387fb43.sdp/playlist.m3u8
汽摩频道,http://219.141.47.69:8188/udp/238.255.2.148:5999
平原综合频道,http://144.255.32.18:8288/udp/239.21.1.243:5002#http://144.255.32.239:8288/udp/239.21.1.243:5002
🔺	台视新闻,http://222.128.55.152:9080/live/ts.m3u8
魏虹宁-新时代最可爱的人,http://em.21dtv.com/songs/60144228.mkv
李克勤-偶尔平凡,http://em.21dtv.com/songs/60137697.mkv
江津电视台,http://222.179.155.21:1935/ch1.m3u8
河池教育频道,http://113.15.109.216:59901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
台视财经台,https://iptv.mydiver.eu.org/live/encrypted/Zjc4YTA1YzE5YzM2OWVlNDEyNzJhMzE3MTY3ZjMxZDU6NDE3Mzc2ZjhmOTFmN2M4ZjNhNTRiOWFhMzlmZmNmZTVkM2M5ZmFlZGQwM2U5MWZlNTY5NGY3YzMwMWY2ZmI1OTUwNGRmM2RkMDdhMmY4YTliOTVlODJhNGM3ZjY5N2VmYmE0MjdhNmQwOWIzYzNiNmRhZmU3NTg3Y2ZjYzA3MzlkZGMyNTUxODcyYjAyN2QwZTdkNmFiMGZhMGUyZTAyM2RhZTA5ODlkOWUwMDBhOWNiZTkyZjdiYjc4NjdhYjJkYjgwOGRiZDc0NTFmZGE1MDI0MTllMGM1YThmYTliMWRhZDZjOTEyMWE1ZTJlZDI3Zjc4ZmQ3MmI0MTNhY2VlNzhkMWY4Nzg4NWE4ZmYyOWI2MmNjOWM5MThlZjhkNTgxMWU5YTM0NmUxOTMzMTQxOGI3NTNhNmY0MDRhNWE1OWEwYzgzZjcwZjY5MzNjYWE1NDNiZTM1YmJmZDlkMTE4NmJiMzU0Njc0MzZkZjlmNzY0MzNlOWZiMGI2MDY3ZDU4?username=tg_at1uqlok
黄路梓茵-倒霉农场,http://em.21dtv.com/songs/60145844.mkv
🐭余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
CCTV4欧洲,http://219.141.47.69:8188/udp/238.255.2.213:5999
CCTV3-综艺,http://123.129.180.66:9902/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
浙江-SiaoshanCableRadio,http://l.cztvcloud.com/channels/lantian/SXxiaoshanaud2/128k.m3u8
PHTFC(X),https://iptv.mydiver.eu.org/live/encrypted/ZTc4YzJkOGQ3MDA5OWViZGM5NmM3YjBlMmViODA5MDY6MzE1ZDI1N2NmMWIwODdkYmE2ZjliMTExYzhkZjdmNDkyYTc4NjM4ODMzZjliNTgwODJkNDcyM2ZlMTg3NzY3Y2U2NDBkNTIzNTlhNWVkODM5MzJhOThmMjA1MmFlZDFmODgyZTU3OTNkMDA5NzA5OWZkYzE2ZDFmZjk2ZWY5OGVjNTE1MmZlYjkwYjc2MjUzMmRkMDU1NjM2ZDk4MDM2N2YwYWU5NDgyODZjNzM2MzVkNTk1NmZjOWU5YmQ1Njk0YzU5M2Y4ODUzNTc1ZGUwYjVlMzNiNTJkNWE0NDVhYmExOWJlZWE2N2Q3NWM2ZDA4NDdjMmFjYmNkOGNiZDY4NDZjYmMxMDVlNDk0ZGQ4YTAyNjIxZDRlNTllMzc0ZDNlYmE1N2M2ZjQ3NTUxODM5NDlhOGU0Y2FhYTE0YzI3N2YwMmNjZDkwMjE1Y2VkZDNhMWVkNWUyYzEyMDZiNDMxYw?username=tg_at1uqlok
黄姗姗-盛夏,http://em.21dtv.com/songs/60145833.mkv
徐州新闻综合,https://migu.188766.xyz/?migutoken=86970300c489fbedb7318b541f42a9fb&id=%E5%BE%90%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy#http://ott.mobaibox.com/PLTV/3/224/3221225945/index.m3u8
东森财经新闻,https://iptv.mydiver.eu.org/live/encrypted/MWZhYTI3M2UzYzg4NTBkZGQ1MjliNmYyNTNhMjE1MTk6YWJhMmNjZDhhOWU3MjBhNjc2NTI3MzdkYjhhNTJjMzAyNDRhNmQxYTUwNTI5MWZlMWQyNDM1YzFkM2EyNjE2NWUzYjJlMTdiZGE1Mjk0YTU2NTNjYmJlOWZhYzhlNzE5YTc5NzcyYjQ5OTYxMzNlODA3YTBkMzUxMDY5OWYwYWM5YmY2MDZiMWI1YmUxZDI1ZmE4ZjQyMDhmMTM2MDY5YmM2ODg2NjFlMzAwZDZkODY3NWY3YjgwMWY1NThiNDQ2NDVlZWUyODM0YjI3ZTFlN2E0MmFkZjEzMjVjNzkzMDkwOTlhOWFjNzcxNGM1ZWU4ZDhhOGVlNzAwNDYzYzIyOWJmZTM2YTFmNmRjM2IzNmNmNDk5ODhjMTIwOWE5NGQwNGI1OTMzYWMwMWQ5ZjMwNzA1NjRiODhmY2JmYjEzYjkxNGU3ZjU2YjRmNmRjNGNhZTdjYjFiZmIxODk5ZmUxNDU4ZWU1NDNiOWExNzRlOTY3NWNkOGYyZDk3ZGMzMzFh?username=tg_at1uqlok
达文西,https://iptv.mydiver.eu.org/live/encrypted/MWZiODg0MWQ3NDJhMGNkM2VhMWZlMTFlN2ExYWE0YTY6MTJiMTJkYWU0NDVmODUzMWNlZDMzYWU5N2RjZTE5YjQ4NTgyNTJiNDI1YmEyOWJjMzViMGU2M2ExMzI2ODViYzAzZjI2NGZhNmU1ZGIyMjM2NDI0Njk5YjYwMmYyYjk2Yjk2OGI0YmM0OTk4NDIyZjE1ZGYwNDYwZGQ4YTZhNWY2ZDgwZGQ2NTU2ZDUzMTNkZjdiZjljZTgxMGE1YTY0MDFiZDY3ZjA2NzJkZTA1NWFlNTg2NzQ4Y2QxYjUyYjdjMzI4MjRhMDY5YTVhZmQ3Yjg3NTBlYTc2YzlkZjExNTQwOTY1MWU5OWI0MDk1ZDk4ZWQ3OTZmNjIyYTVkYzkwMmI1MjhmNzY4NGE3ZmFhZmNhYmM1ZDk3YmQ4ODM3MTEyZjI1MDQ2NmM0ZGI0ZTEyMzU0OTM5NDI0NmVlMTE5YmQ3NTFjMjY3YTU2YTE2MDliMzI5ZmVlOTllNmQ1MzIyMTU3YjJiMmI2OTA3OGFmYTE3YjNjMTNmYmY1MjIxNWQ0?username=tg_at1uqlok
贵州卫视3,http://218.86.187.80:8188/rtp/238.255.2.3:5999#http://218.86.184.34:4022/rtp/238.255.2.3:5999
🐭青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
AK|Anchorage|NBCKTUU,https://iptv.mydiver.eu.org/live/encrypted/YjkwZmM4OTEwMzkyODFhZDNmOGRlNWE1NThjZTI0MTc6OGE1MGFjMDYxYTBmNTJjMWY4MmVkZDMxNmExZDVhNTcwNGQwOTEwYzYxYjA3ODc0ZDk4MzZkNzk2Mjk2MzEwYzZmZDRjMmZiZDhjMzU5NjEyYzEwZDA5YjFjMzVjMDM2OTA3NmUyNGE0ZWVkNzdmOWRlODM1NTA2ODhjOWMxY2I3ZjcwMTczOWUzYTFhZTA3YTY3ZjdhYjE1YWY1NTZkYTRhNDA4NGM3YmM3ZTJhMDdjMjFiYmM1NGU5MjE4NDAxZGNmM2IwYjNiNzNjMDhlNjc2M2QwZmQ2ZmZkZWFhMWQ5NGZhYjE5ODMzMzYzYjJlYTU2YjZmOWY5MDI1NjU2N2ZkYzQwZjE4MWExNGQ2MWMzYzI1NTAwMzdlYWQxNzZkMzAzNGU0NzI5ZTZmZjkxODMwYmNmYWZhOGUzMDJiM2FkZWExZTVkN2IxYzQzMTdhZTMyNDlkN2UwNWY2ZDc5Yw?username=tg_at1uqlok
animax,https://stream1.freetv.fun/animax-9.ctv
IPTV台球,http://112.66.77.114:8188/rtp/239.253.64.164:5140#http://114.254.34.189:8888/rtp/239.3.1.85:4120
浙江｜平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
AfroLandTV,https://alt-al.otteravision.com/alt/al/al.m3u8
CINEBOX:ROMANCE,https://iptv.mydiver.eu.org/live/encrypted/NWNhNmJlMzZiMGJlMDcwMWUxYWVhMDEyM2MwOWU5NGY6MzFmZmM3OGFkMWQ2OTgxYzJmM2Q2MmY0NjU2NTZkMmNiOWExMDUyZjNjZTliNThjNjlkODdhOWE3NWQ3NTQxZDIwNzJmYmNlYjg1ZmQ2YWFiZjI0NzIxOGNhZGNhNmJjMTEyMmZkOGM3MjIzNDRiNTgxNTVlMTg2NWE5ZmQ1NzNmYmU4YmJlMTY4YjQ1YzllMmRhODVkNGNhZGI3MDZkYzFkYjZmNGY2ZjI2MjlmOGM2NDlkYjg4MjczZmZiZjNkNWM0ZGM5NDQyOWRiMDgxNmJlMTI1NDljZjNkMzBlYzhhMzgyMDA5NmFiNGE5YjQ3YWM0ODBmM2QyNTg1N2Y4ZTExN2QxNDBhMDYzMTZmYThlNWZkMWVjNGRjNzQ4ZmI3YmNiMWQyNTBlZjBlMGY4NDNlMWQ4YTg4Y2IyNjJhMDc3NWU1Yjc1ZGQyYmRiYWFiMWMwOTBlZmYyMGI3NzUxZA?username=tg_at1uqlok
CGTN,http://113.15.109.216:59901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河池资讯,http://113.15.109.216:59901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
USCBS7(WNCN)Raleigh/Durham,https://iptv.mydiver.eu.org/live/encrypted/OGNhZDM0YzkzNjZmYjMxZGQzMmI1NjI0ODM3MTQyNTg6MDc1NDY4YTRhNDgzMTdhNjNjNGU5YWQ0NmZkNjUzMjU0NzdhMTk2NWNhNTU3YWM2ZmIwOTNmNjY0NzA0OGQwMjUxZGE3NTY3MjU2MzhmZTM0MTI3MDZlZmIxMGQ2ZmIwOWQzN2JhZTExYjczNzVlNGFhZjk4YTNmZjM4NTU3MWM2MTMzMzNkNzVkYzViMGIxYTVkYjVmYmE0ZDkyNTdkYzhmNWU1YjE3MTIwZjRmYzE3YzRhMmQ5ZDU1ODBhODA3OTU5YWEwMzVmMDRiYTkwYmJhNWQyYTMwMTdhNDBlMDI2ODcyY2I2ZTBlMjJjMGIyZWIwMGMzNjVhNzM5MzUwMGMyN2U5NDk4ZTM3MWI0Y2RjZmEzZmMxZWFjZmFlZjI1OWM3MWNkMmI5OTljMGI2OTM4Zjc3MGFmNzhiNzJmNGVhZjQ4YjY5YTQ2MGZlY2NmOTUzZWM1ZGQzZTBkMDdkNw?username=tg_at1uqlok
新郑综合[Not24/7],http://live.dxhmt.cn:9081/tv/10184-1.m3u8
民谣音乐台,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
风语-苦涩的爱,http://em.21dtv.com/songs/60138258.mkv
CAGLOBALTORONTO,https://iptv.mydiver.eu.org/live/encrypted/ZTk2ZTBhMzYzNTc4YWU1MDVmZDcxY2Y0MDUyMzRjNTA6MzNmMGQ4MDRhY2Q0Y2FmNWU2OGIxM2Y4ODlhYmMxMjc5OWE3ZmZjZGUyOTczZTgwYTZjZjUyYzgyMTcyNDExYjkyOWY3OTI5NjgxYmY1NDQ5M2ZmMjYzYWViODU5ODM1MWExZjkzNDI4YzhlNzlhYThmYTYxNjg3Y2FkNDUyYWMxOWNmYzZkZTBmYTk3Y2MwMDdmZmY4OWRiN2EzNGNkMTI0OGIyZDczNDI2N2ZmZmU0MTE3ZTdjYTlhNTkyODJkMmE5NGQ0MzMwNGUzOTUzNWZjMDhlZWVmNTQ1M2FiNmQ0YmU0YWY5OTM0NmMxZDAwZTQ4ODU3NDQ0YjA2Y2RkNjMxYmJmNjljYzZlMDcxOGVhMjEzOTMzNDAxZDhiOTRmMjA4OGU5Y2I1MThlMjgzYzk4NDBkMjRlMjVjNTYwZGVjYjljZDliMzVhMmNjMDU4N2M5ODMzODQ2NTQxZDM2Yw?username=tg_at1uqlok
海南新闻频道,http://112.66.77.114:8188/rtp/239.253.64.121:5140
万州综合频道(576p),http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
斗鱼-吃米滴虫,http://198.23.236.148:35455/douyu/315457
周杰伦-告白气球,http://em.21dtv.com/songs/60146129.mkv
广东科教,http://117.141.162.238:8181/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
discoveryhh,https://stream1.freetv.fun/discovery-h-h-3.ctv
BloombergTV+,https://bloomberg.com/media-manifest/streams/phoenix-us.m3u8
桂林新闻,http://222.83.161.79:9003/udp/239.81.0.135:4056
URU:CANAL12MELOHD,https://iptv.mydiver.eu.org/live/encrypted/NDAzMDdmY2MzMDM5ZGRkZmI5YTY5ZWI0N2QyYmQ2ZWM6NThhNTlhNzVhNmU4NjcxMzRhYTUzNjE1NmVhOWI1ZjQxNTc3MzY1MmE5ODRiYjIyMTcwMjk4Y2VjN2U5MTcxNjg5ZGZjOTVmZjY0NzgwN2E0NTM0MjFhNDJiMGQzMWFiYTBkNWVmODljNzFkZTVjNTY1ZWY4YzlmOGJlYmIyMTgxODQwOGZjZGNiZjE4N2ZlYzFlYzYwZjRmYjc3MDIyOWI1ZmE3NmU1NmFjZGQ3MDk3NjZkNzBjMGU4NGY1OTM0MTdlZjBhODQ0ZTZiYmJiM2Q1NTVlMmMyMWIyZWRlZjQxYThhZjZhODEyNjFjZTk4OWE3MWQyOWQ2MmRkMzhmZjM1OTQxNGU3ZmEzZjg2NjIyZmZjY2EzMmRmYmI0NzMzMTA5ODBmMWRmZmE0NTBkZWRkNGRmNmQxMzE2ZmI3ZWE4OTg2NTM1MjE2MTlhMTZjMjlmYWIzYjZmNzg4ZTEzNw?username=tg_at1uqlok
思南综合频道,http://218.86.187.80:8188/rtp/238.255.2.218:5999#http://218.86.184.34:4022/rtp/238.255.2.218:5999
番号1367,https://fc.maa1808.com/f/lpeelnsfwx/lpeelnsfwx.m3u8
广西IPTV7,http://222.83.161.79:9003/udp/239.81.0.253:4056
陶钰玉-遇见爱,http://em.21dtv.com/songs/60139264.mkv
USESPNSECNetwork,https://iptv.mydiver.eu.org/live/encrypted/YmRhZjI2ZDFkYTJiNDI2Y2UwNTRlMGQ1MmY1ZjgxMjc6NWQwYzRjNzRmOTcyYTlmNjM5YTdlOTFjOTU4NDgzYjBkMDk1MTU0YTQ3OWQ1ZDFmMjRkYzEwNzU4NmY1NjBjZDU4OWVlNDNjYWU0Zjk3ZDVmOGEwNjA3ZWY4OGJmNmZmMGJlMzQ5M2ExMWRjNjA5OTg5Y2FkOTU4ZjE3MjNjZDFhNTU3ZWI2MzA2MzUwNGFhNjM4MzQzYTJiYzYxNGU3MzljZDdhYmMwY2EwOTM2NjY2YWU0YWQyMTE0OTc0NmU5ZmM1MmU2ZmZlMjM2MzFjMzk1ZjUyNWYxYTA3YTRmMWMzYjkyNTUwMTRmNTZiNjMxMmVjOGY5MWEwMWVlMGIwNzFlYmJiNWFkMjQ2ZGFlNmI4ZWZkNGQzODY0ODU0NjJkYjJmNzFhZDhjZmQxY2Y5NjE2NDE2OTIzOWZhMDYxNzg0YWMzMTBlNmVlMzI2ZDZhZGIxZDQ5ZDUxMDZlNjExMw?username=tg_at1uqlok
CCTV1-综合,http://123.129.180.66:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
魏家林-液光,http://em.21dtv.com/songs/60144670.mkv
济宁综合频道,http://144.255.32.239:8288/udp/239.21.2.19:5002#http://144.255.32.18:8288/udp/239.21.2.19:5002
玉林新闻,http://222.83.161.79:9003/udp/239.81.0.138:4056
黔南-1,http://218.86.187.80:8188/rtp/238.255.2.150:5999#http://218.86.184.34:4022/rtp/238.255.2.150:5999
杨千嬅+丁子高-平行线,http://em.21dtv.com/songs/60146420.mkv
凤山综合频道,http://113.15.109.216:59901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
刘涛-剪爱,http://em.21dtv.com/songs/60138495.mkv
CFNCatholicFaithNetwork,https://uni8rtmp.tulix.tv/cfntv/cfntv/playlist.m3u8
ABCNewsLive8,https://abcnews-streams.akamaized.net/hls/live/2023567/abcnews8/master.m3u8
CAHGTV,https://iptv.mydiver.eu.org/live/encrypted/NjQyODJiNDlmNTg5MDNiZmJhMDc4ZmM0ZWZjOGU0MTA6OWY5NWQ1MTNkYjUzNGRhODFhMGVkZjA5YmI4NGU1NDBjMTkyZTM1ZjZjOGQwN2RlMGFmODBkMzE3ZGI5NzJkNmViZWUyNjBlOGVhNTRhNmM1MmM4Y2RhZDQ4ODQ1YTY2MzVlNGJlZWY2N2VhODAzMWM4NmYxYzExNzk2ZTZiYzM0YWY1Y2E1ZGRlOTExN2NiYzhlMzNhYTQwNTY0NDNhOGEzMThkODA5NDFkODhkZTlhNWNkNWJmYzRlYzYyZjM5NTY2MjE5NDVhYTNjOTU1OGVjMjBiYWEzNmJjMjA0YzE3ZmYwNTZlNTUyMzUzYTk5YmQ0MDA4ZWU0ZDI0YjllOWJjOWEwZTQ3ZjY2N2NhODExM2FiZDkyNTI1MjU5MzY3NDVhZGM4ZTA4YTAyODdkNzM4OWIzNzAxZTFhZGM0MWNhNjYyYzhhYWM1NjgxNDAzOWU3NDNmZTQzYTc4NDJhMw?username=tg_at1uqlok
PT:TVGLOBOHD,https://iptv.mydiver.eu.org/live/encrypted/ZWYxOWYxNTZlODgxYmRlOWU4MDliY2NmY2VhMmNiMDQ6NTQ1YTZhZWFkODhjZjk0OTRjMWMzOGQzZDg1MTQ0Y2FiNzU3N2YwY2Q1ZTI2NzU2NDJjMDk1MTQ3MTM2MjUwNzZmN2JmZDk5NzkwOWE1ODJhYTlmMDZkNTBiZmRlMzNkMzJhODU0YjE2ZDYwOGVhYmNiN2FlMWM1OTkxNjBiMTNjM2YyYTA5NjA3MGNhMzg0YTFkOGE3ZDVkYWVhODkwZmYxOTdmOGVjZWEzZDk2ZWEwZWVmOWIzOGViZjA1NmNjYzIwNGI3ZjNkNzcxNGFhYzI4MDE2ZmY2OTliMjY5MjBiOGIxNTNkODc4MzEzZGQ0MTdmYTg0ODAwMDE1M2JjZmRhZmI4OGJjMGEyODIxYWViZjkxMDRkZDdkOTdiMDZlZGMxNzZkNTRlNGFiMDVjMjRkNTA0ODliZmU0Y2MyZDdhMmQ4ZGU0MmE5MGNiNzgwMzRmYTRhMTk5M2RlZTI2Nw?username=tg_at1uqlok
贵州卫视7,http://218.86.187.80:8188/rtp/238.255.2.9:5999#http://218.86.184.34:4022/rtp/238.255.2.9:5999
张学友-停格,http://em.21dtv.com/songs/60137584.mkv
