更新时间,#genre#
20250914 03:01,url


RespoTime,whitelist,#genre#
309.83ms,[VGA]浙江生活,https://stream1.freetv.fun/zhe-jiang-sheng-huo-8.m3u8
309.86ms,蒋小呢-for,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c4k69ujc77u3f5l37i50&ratio=720p&line=0
309.87ms,[SD]akaal channel (396p) [geo-blocked],https://stream1.freetv.fun/akaal-channel-3.m3u8
309.90ms,卓依婷-东南西北风,http://vd3.bdstatic.com/mda-jf9fszd51shymgp6/mda-jf9fszd51shymgp6.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
309.97ms,辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-gao-qing-5.ctv
310.02ms,[SD]陕西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-112.m3u8
310.10ms,[HD]cine sony (720p),https://stream1.freetv.fun/cine-sony-1.m3u8
310.10ms,[SD]cctv10,https://stream1.freetv.fun/cctv10-47.m3u8
310.25ms,[HD]中天娱乐,https://stream1.freetv.fun/zhong-tian-yu-le-3.m3u8
310.28ms,张秀卿车站,http://vd2.bdstatic.com/mda-jjmnjgiabtvmy13u/sc/mda-jjmnjgiabtvmy13u.mp4
310.29ms,Al Jazeera English (420p),https://live-hls-web-aje-fa.getaj.net/AJE/04.m3u8
310.31ms,[HD]绍兴新闻综合,https://stream1.freetv.fun/shao-xing-xin-wen-zong-he-4.m3u8
310.34ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-9.m3u8
310.39ms,[BD]吉林卫视,https://stream1.freetv.fun/ji-lin-wei-shi-42.m3u8
310.42ms,Santa Monica City TV 20 (Santa Monica CA) (360p) [Not 24/7],https://cdn3.wowza.com/5/bGZUOHp2TnhudnM2/santamonica/G0039_002/playlist.m3u8
310.45ms,德阳新闻综合,https://stream1.freetv.fun/de-yang-xin-wen-zong-he-1.m3u8
310.46ms,Stryk TV (1080p),https://fffffff110156200.tvustream.com:8298/ryfy.m3u8
310.48ms,海南公共,https://stream1.freetv.fun/ipv6-hai-nan-gong-gong-8.m3u8
310.51ms,[VGA]浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-5.m3u8
310.52ms,[HD]tve 24h,https://stream1.freetv.fun/tve-24h-1.m3u8
310.54ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-30.ctv
310.56ms,[SD]bridge tv classic,https://stream1.freetv.fun/bridge-tv-classic-1.m3u8
310.56ms,RTHK TV 31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8
310.59ms,PBS KET World (480p),https://2-fss-1.streamhoster.com/pl_122/amlst:200914-2942150/playlist.m3u8
310.65ms,Shemaroo Bollywood (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00864-shemarooenterta-shemabollywood-ono/playlist.m3u8
310.69ms,[BD]12 канал,https://stream1.freetv.fun/12-kanal-2.m3u8
310.73ms,[HD]苏州生活资讯,https://stream1.freetv.fun/su-zhou-sheng-huo-zi-xun-2.m3u8
310.79ms,[HD]sky news,https://stream1.freetv.fun/sky-news-12.m3u8
310.79ms,西游记I 第六集,https://txmov2.a.kwimgs.com/bs3/video-hls/5248382480897511687_hlsb.m3u8
310.79ms,[HD]人间卫视,https://stream1.freetv.fun/ren-jian-wei-shi-9.m3u8
310.83ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-9.m3u8
310.83ms,[BD]重庆卫视,https://stream1.freetv.fun/ipv6-zhong-qing-wei-shi-37.m3u8
310.84ms,[VGA]哈尔滨影视,https://stream1.freetv.fun/ha-er-bin-ying-shi-2.m3u8
311.06ms,卓依婷-大家一起来DJ,http://vd3.bdstatic.com/mda-jf1jfkgj3qte7h96/mda-jf1jfkgj3qte7h96.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
311.07ms,雷蒙影视直播,https://cors.isteed.cc/https://raw.githubusercontent.com/n3rddd/N3RD/master/JN/N3RD/W/CTVThemeSong1.mp4
311.13ms,林志炫34首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5253449075409106514_hlsb.m3u8
311.16ms,[BD]咪咕体育28,https://stream1.freetv.fun/ipv6-mi-gu-ti-yu-28-2.m3u8
311.19ms,[BD]浙江钱江,https://stream1.freetv.fun/zhe-jiang-qian-jiang-4.m3u8
311.21ms,CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
311.22ms,[HD]tribe tv,https://stream1.freetv.fun/tribe-tv-1.m3u8
311.27ms,第一财经,https://stream1.freetv.fun/ipv6-di-yi-cai-jing-8.m3u8
311.27ms,卓依婷-免失志,http://vd3.bdstatic.com/mda-jdngvdh4ru0irwma/mda-jdngvdh4ru0irwma.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
311.31ms,[BD]山东卫视,https://stream1.freetv.fun/shan-dong-wei-shi-70.m3u8
311.38ms,[SD]cctv8,https://stream1.freetv.fun/cctv8-3.m3u8
311.40ms,[SD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-16.m3u8
311.40ms,庄心妍精选44首(2小时),https://txmov2.a.kwimgs.com/upic/2023/09/29/09/BMjAyMzA5MjkwOTEzMDVfMjE0OTExOTI2N18xMTM3OTU3ODM3NzFfMF8z_b_B1909889bf55e6af6f994b05596fb589f.mp4
311.41ms,[SD]rightnow tv (720p),https://stream1.freetv.fun/rightnow-tv-2.m3u8
311.46ms,明珠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=mzt2
311.48ms,「境外广播」RTHK1,https://rthkradio1-live.akamaized.net/hls/live/2035313/radio1/master.m3u8
311.51ms,TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
311.53ms,[SD]内蒙古卫视,https://stream1.freetv.fun/nei-meng-gu-wei-shi-31.m3u8
311.57ms,[HD]canal sur andalucia,https://stream1.freetv.fun/canal-sur-andalucia-1.m3u8
311.63ms,[HD]刘德华,https://stream1.freetv.fun/liu-de-hua-1.m3u8
311.69ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-27.m3u8
311.77ms,[BD]贵州卫视,https://stream1.freetv.fun/gui-zhou-wei-shi-102.m3u8
311.90ms,[SD]тнв-планета,https://stream1.freetv.fun/tnv-planeta-1.m3u8
311.92ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-17.ctv
311.92ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-5.m3u8
311.93ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-2.ctv
311.96ms,苏州生活资讯,https://stream1.freetv.fun/su-zhou-sheng-huo-zi-xun-1.m3u8
311.98ms,女团3,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000chhtifrc77u4qbblddbg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
311.98ms,海南卫视,https://stream1.freetv.fun/4d178e8fb4d27e7ea2b91575c36d6d87f1ccad9a6e2858c0a83131e58b64dea4.m3u8
311.99ms,[BD]西宁新闻综合,https://stream1.freetv.fun/xi-zhu-xin-wen-zong-he-3.m3u8
312.07ms,凤凰中文,https://stream1.freetv.fun/2b657a181daa345025199e7d6b8de95a1a87b19abceafbd16e2499a49da33c6f.m3u8
312.07ms,[BD]宿州新闻综合,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-3.m3u8
312.08ms,[BD]韶关综合,https://stream1.freetv.fun/shao-guan-zong-he-2.m3u8
312.11ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-18.m3u8
312.15ms,[SD]cctv9,https://stream1.freetv.fun/cctv9-34.m3u8
312.19ms,第一财经,https://stream1.freetv.fun/ipv6-di-yi-cai-jing-11.m3u8
312.19ms,宁夏卫视,https://stream1.freetv.fun/3aa4677fca028368355fa4d42f6c2c101a5cc1407e4d0a83a23ddfe8f5ee3181.m3u8
312.41ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-3.m3u8
312.41ms,[BD]东南卫视,https://stream1.freetv.fun/ipv6-dong-nan-wei-shi-45.m3u8
312.42ms,30A The Beach Show (720p),https://30a-tv.com/beachy.m3u8
312.43ms,[BD]cctv-14,https://stream1.freetv.fun/ipv6-cctv-14-2.m3u8
312.49ms,TVS Talk Network (360p),https://rpn.bozztv.com/gusa/gusa-TVStalk/index.m3u8
312.51ms,[BD]cmc,https://stream1.freetv.fun/cmc-1.m3u8
312.54ms,[BD]嘉兴文化影视,https://stream1.freetv.fun/jia-xing-wen-hua-ying-shi-1.m3u8
312.62ms,Cheddar News (1080p),https://cheddar-us.samsung.wurl.tv/playlist.m3u8
312.74ms,[SD]广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-6.m3u8
312.81ms,[BD]jordan drama,https://stream1.freetv.fun/jordan-drama-1.m3u8
312.82ms,Kidstv,https://jansonmedia-kidstv-1-us.xiaomi.wurl.tv/playlist.m3u8
312.83ms,[BD]cctv16,https://stream1.freetv.fun/cctv16-54.m3u8
312.90ms,NCM Government & Politics,https://reflect-npa.cablecast.tv/live-8/live/live.m3u8
312.93ms,江西卫视,https://stream1.freetv.fun/89466e8806ac91fe9e047d3482b2e4a8b424dccceea5cfe01aa6bca0c7177502.m3u8
312.93ms,春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
312.95ms,纬来体育,https://stream1.freetv.fun/wei-lai-ti-yu-9.ctv
312.97ms,[BD]viutv,https://stream1.freetv.fun/viutv-2.m3u8
313.00ms,[VGA]浙江卫视,https://stream1.freetv.fun/zhe-jiang-wei-shi-56.m3u8
313.02ms,[BD]cctv13,https://stream1.freetv.fun/cctv13-22.m3u8
313.03ms,[BD]人间卫视 *x,https://stream1.freetv.fun/ren-jian-wei-shi---x-1.m3u8
313.04ms,[SD]绍兴新闻综合,https://stream1.freetv.fun/shao-xing-xin-wen-zong-he-7.m3u8
313.08ms,[BD]cctv14,https://stream1.freetv.fun/cctv14-42.m3u8
313.15ms,[VGA]channel eye,https://stream1.freetv.fun/channel-eye-1.m3u8
313.16ms,[BD]广东影视,https://stream1.freetv.fun/yan-dong-ying-shi-13.m3u8
313.26ms,[HD]ndtv india,https://stream1.freetv.fun/ndtv-india-1.m3u8
313.27ms,[SD]eman channel,https://stream1.freetv.fun/eman-channel-2.m3u8
313.31ms,歌MV,http://vd4.bdstatic.com/mda-ickhjq8gkcxz55i1/sc/mda-ickhjq8gkcxz55i1.mp4
313.35ms,[HD]bbc lifestyle(tw) *s,https://stream1.freetv.fun/bbc-lifestyle--s-1.m3u8
313.36ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-9.ctv
313.39ms,[BD]动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-10.m3u8
313.42ms,CAPS Media Channel 15 (Ventura CA) (480p),https://reflect-stream15-capsmedia.cablecast.tv/live/live.m3u8
313.43ms,CCTV11,https://stream1.freetv.fun/b0a1851b132a32c2caf37955097c561857438e3b9224ad437299c503249be6f4.m3u8
313.44ms,[BD]cctv3,https://stream1.freetv.fun/cctv3-8.m3u8
313.44ms,辽宁北方,https://stream1.freetv.fun/liao-zhu-bei-fang-3.m3u8
313.46ms,[HD]浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-12.m3u8
313.48ms,[BD]电影,https://stream1.freetv.fun/dian-ying-115.m3u8
313.52ms,[BD]吉林卫视,https://stream1.freetv.fun/ji-lin-wei-shi-60.m3u8
313.56ms,Cafe Trade TV,https://cafetradehls.wns.live/hls/stream.m3u8
313.58ms,纬来体育,https://epg.pw/stream/8855a9936e37e608a0ec8a014cce1673dee9c5d68d560da376cc92e5edef2b25.m3u8
313.63ms,[HD]武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-2.m3u8
313.66ms,[BD]cgntv japan,https://stream1.freetv.fun/cgntv-japan-1.m3u8
313.66ms,[BD]咪咕体育18,https://stream1.freetv.fun/ipv6-mi-gu-ti-yu-18-1.m3u8
313.74ms,[SD]洪金宝,https://stream1.freetv.fun/hong-jin-bao-4.m3u8
313.76ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-3.m3u8
313.86ms,[SD]cctv11,https://stream1.freetv.fun/cctv11-75.m3u8
313.86ms,[BD]三立综合 *x,https://stream1.freetv.fun/san-li-zong-he---x-1.m3u8
313.88ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-10.ctv
313.90ms,兵团卫视,https://stream1.freetv.fun/11cd528da0063d7ef3db744cdc208904f48127c954b57c0ddec15afbe9f12dc4.m3u8
314.03ms,כאן 11,https://kan11.media.kan.org.il/hls/live/2024514/2024514/master.m3u8
314.06ms,[HD]广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-8.m3u8
314.10ms,Padre Pio Tv,https://600f07e114306.streamlock.net/PadrePioTV/livestream/playlist.m3u8
314.13ms,湖北卫视,https://stream1.freetv.fun/8137b80a728c1146e27795f95775feedf852d931ffeb9a3eacf09788c73cc2e1.m3u8
314.16ms,[HD]america's test kitchen,https://stream1.freetv.fun/america-s-test-kitchen-1.m3u8
314.17ms,浙江卫视,https://stream1.freetv.fun/98c2b365be87cf4c2159356795b46f802156d44b9752f5948ae7f2b3b7f323f0.m3u8
314.34ms,[BD]tvbs亞洲,https://stream1.freetv.fun/tvbsya-zhou-11.m3u8
314.34ms,[BD]四川卫视,https://stream1.freetv.fun/si-chuan-wei-shi-33.m3u8
314.35ms,[SD]cgtn documentary (1080p),https://stream1.freetv.fun/cgtn-documentary-4.m3u8
314.39ms,[HD]广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-10.m3u8
314.39ms,[BD]cctv11,https://stream1.freetv.fun/cctv11-28.m3u8
314.49ms,[BD]生命电视台,https://stream1.freetv.fun/sheng-ming-dian-shi-4.m3u8
314.60ms,[BD]kiss kiss tv,https://stream1.freetv.fun/kiss-kiss-tv-1.m3u8
314.69ms,广东影视,https://stream1.freetv.fun/cbeb37fe05086e8a0e425d6a98c17e3ba01a9c5ef8e74b9b128bc9d5e41b4a8c.m3u8
314.69ms,第一财经,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4810&tk=23a9aca1f79f
314.70ms,[BD]cctv10,https://stream1.freetv.fun/cctv10-28.m3u8
314.70ms,湖南教育,https://stream1.freetv.fun/hu-nan-jiao-yu-6.ctv
314.89ms,宁夏卫视,https://stream1.freetv.fun/a2498d1e0bc99fb08805758a9ea1ee9d80729bd77d22fb71cce4b0e14786dae1.m3u8
314.92ms,厦门卫视,https://stream1.freetv.fun/5da2a85177dcd23a50c3ab9e4cab815050b93d08339747a724575bceef3143bb.m3u8
314.95ms,[BD]catholic tv,https://stream1.freetv.fun/catholic-tv-1.m3u8
314.96ms,[SD]bridge,https://stream1.freetv.fun/bridge-2.m3u8
314.96ms,[BD]四川科教,https://stream1.freetv.fun/si-chuan-ke-jiao-4.m3u8
315.00ms,卓依婷-鲁冰花,http://vd3.bdstatic.com/mda-jf8fbjprnf1fvpxm/mda-jf8fbjprnf1fvpxm.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
315.12ms,[SD]绍兴新闻,https://stream1.freetv.fun/shao-xing-xin-wen-2.m3u8
315.21ms,[BD]江苏卫视,https://stream1.freetv.fun/ipv6-jiang-su-wei-shi-36.m3u8
315.26ms,CGTN英语,https://0472.org/hls/cgtn.m3u8
315.27ms,WeatherSpy (720p),https://beaece44.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1dlYXRoZXJTcHlfSExT/playlist.m3u8
315.34ms,西藏卫视,https://stream1.freetv.fun/b8050307a274e899dbed6c2d26362d78e3bc43289fa1c71af89278cd59d7c42d.m3u8
315.38ms,[SD]哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-17.m3u8
315.40ms,精品体育,https://epg.pw/stream/f7556eccd4ae06b0c2991fdc7a4f8388496559f728cc82459a8e50346040e226.m3u8
315.45ms,Crime 360 (720p),https://94a3e237.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0NyaW1lMzYwX0hMUw/playlist.m3u8
315.46ms,[BD]嘉兴新闻综合,https://stream1.freetv.fun/jia-xing-xin-wen-zong-he-6.m3u8
315.53ms,[VGA]哈尔滨影视,https://stream1.freetv.fun/ha-er-bin-ying-shi-1.m3u8
315.59ms,97家有喜事,https://ukzy.ukubf4.com/20220407/Ue4rNnif/index.m3u8
315.61ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-6.m3u8
315.74ms,陈奕迅-富士山下,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cnu3p4jc77u9i1pe18qg&ratio=720p&line=0
315.98ms,☆你的样子,https://txmov2.a.kwimgs.com/upic/2023/08/02/02/BMjAyMzA4MDIwMjM1MDVfMzUwMDUzNzE1MV8xMDk0NjI4NTI5NDhfMl8z_b_B180ec84c183f378933a11512d162f1c4.mp4
316.06ms,Cupertino City Channel (720p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/cupertino/G0067_003/playlist.m3u8
316.20ms,[BD]-viutv,https://stream1.freetv.fun/viutv-7.m3u8
316.56ms,[SD]内蒙古卫视,https://stream1.freetv.fun/nei-meng-gu-wei-shi-9.m3u8
316.60ms,[HD]euronews,https://stream1.freetv.fun/euronews-7.m3u8
316.63ms,[HD]广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-28.m3u8
316.65ms,[BD]寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-7.m3u8
316.69ms,Global Fashion Channel (1080p),https://pubgfc.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/cdbe280e-0aea-4bbe-861f-fd115abcfec7_1080p.m3u8
316.82ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-14.ctv
316.84ms,[BD]cgtn русский,https://stream1.freetv.fun/cgtn-russkii-1.m3u8
316.87ms,宁夏卫视,https://stream1.freetv.fun/d4bbf287b70525009f8093f60d38f9c72a3bd3a505699174d365c8b4edace722.m3u8
316.94ms,[HD]广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-17.m3u8
317.02ms,Muzzik Rock&Roll,https://muzzik-live.morescreens.com/mts-1/playlist.m3u8
317.03ms,周口新闻综合,https://stream1.freetv.fun/zhou-kou-xin-wen-zong-he-1.m3u8
317.14ms,赵四、赵本山、刘能、宋小宝小品集锦,https://txmov2.a.kwimgs.com/bs3/video-hls/5224457156030679277_hlsb.m3u8
317.30ms,AFV Family,https://futuretoday-afv-family-2-be.samsung.wurl.tv/playlist.m3u8
317.47ms,[VGA]sony channel,https://stream1.freetv.fun/sony-channel-3.m3u8
317.49ms,鹿鼎记2之神龙教,https://ukzy.ukubf4.com/20220404/gfSdtuvX/index.m3u8
317.54ms,[SD]绍兴新闻,https://stream1.freetv.fun/shao-xing-xin-wen-1.m3u8
317.55ms,Del Mar TV (720p),https://d25ykpi2vxhoyc.cloudfront.net/delmar-cdn/dmtv/playlist.m3u8
317.64ms,Gunsmoke,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e916affb29c60007211c8a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7aa2c2-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1595266f-ecb0-4af0-bab6-40b7d0586999
317.71ms,[BD]云南卫视,https://stream1.freetv.fun/ipv6-yun-nan-wei-shi-49.m3u8
317.74ms,TVB J1,https://stream1.freetv.fun/fei-cui-tai-bei-mei-ban-1.ctv
317.84ms,[HD]广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-35.m3u8
317.91ms,伍佰合集,http://vd3.bdstatic.com/mda-pe07i71fkd531zj1/sc/bd265_cae_roi_v5/1682947766065803786/mda-pe07i71fkd531zj1.mp4
317.97ms,[SD]vevo '70s,https://stream1.freetv.fun/vevo--70s-1.m3u8
318.07ms,北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8
318.25ms,[HD]newflix,https://stream1.freetv.fun/newflix-1.m3u8
318.27ms,炫动卡通,https://stream1.freetv.fun/ipv6-ha-ha-xuan-dong-10.m3u8
318.30ms,云南卫视,https://stream1.freetv.fun/368e59cc43274d4c5380dfd940d1f40ee03a4b9cb5b1648b01c42b47f2516d8b.m3u8
318.48ms,[BD]咪咕体育38,https://stream1.freetv.fun/ipv6-mi-gu-ti-yu-38-1.m3u8
318.56ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-17.m3u8
318.57ms,街头卫士,https://txmov2.a.kwimgs.com/bs3/video-hls/5226708889618362322_hlshd15.m3u8
318.63ms,Viutv,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
318.83ms,[BD]东方卫视,https://stream1.freetv.fun/ipv6-dong-fang-wei-shi-91.m3u8
318.96ms,AMG TV (1080p),https://2-fss-2.streamhoster.com/pl_138/201660-1270634-1/playlist.m3u8
319.08ms,Vacaville Channel 26 (Vacaville CA) (720p),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/vacaville/G0228_002/playlist.m3u8
319.28ms,南京十八,https://mursor.ottiptv.cc/migu/838151753.m3u8?migutoken=71f2d3c2ed881bd3f09c8b8ff0a21c6c25b10c8e1f523debcb58cb9212792cdfaa95632b2b8fdccfd7deb5ee9f2b4f71bb6d8d903d73327707e481c372345073d32bac152ad0eb00b164075b13
319.51ms,漳州新闻综合,https://stream1.freetv.fun/zhang-zhou-xin-wen-zong-he-1.m3u8
319.57ms,[BD]安徽农业科教,https://stream1.freetv.fun/an-hui-nong-ye-ke-jiao-11.m3u8
319.60ms,同学会,https://txmov2.a.kwimgs.com/bs3/video-hls/5227553308164378988_hlshd15.m3u8
319.79ms,[BD]龙华日韩,https://stream1.freetv.fun/long-hua-ri-han-3.m3u8
320.03ms,gamgamDJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cr8r23nog65mnbf3616g&ratio=720p&line=0
320.16ms,西游记I 第二十四集,https://txmov2.a.kwimgs.com/bs3/video-hls/5245567730520243844_hlsb.m3u8
320.18ms,Muzzik FLASHBACK,https://muzzik-live.morescreens.com/mts-8/576p/chunklist.m3u8
320.20ms,[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-15.m3u8
320.21ms,[HD]泸州新闻综合,https://stream1.freetv.fun/lu-zhou-xin-wen-zong-he-1.m3u8
320.25ms,Go2Travel (1080p),https://go2thls.wns.live/hls/stream.m3u8
320.26ms,[BD]cctv3,https://stream1.freetv.fun/cctv3-50.m3u8
320.39ms,[BD]湖南卫视,https://stream1.freetv.fun/hu-nan-wei-shi-33.m3u8
320.57ms,[BD]北京卫视,https://stream1.freetv.fun/bei-jing-wei-shi-60.m3u8
320.63ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-3.m3u8
320.65ms,[BD]tvbs亚洲,https://stream1.freetv.fun/tvbsya-zhou-5.m3u8
320.66ms,SIC,https://d1zx6l1dn8vaj5.cloudfront.net/out/v1/b89cc37caa6d418eb423cf092a2ef970/index.m3u8
320.80ms,[BD]cctv5,https://stream1.freetv.fun/cctv5-28.m3u8
320.83ms,东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
320.90ms,Vevo 2K,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5fd7bca3e0a4ee0007a38e8c/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2cc208-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9c78a281-5d61-4850-8b62-74632f015343
321.09ms,[VGA]浙江卫视,https://stream1.freetv.fun/zhe-jiang-wei-shi-104.m3u8
321.12ms,[SD]cctv11,https://stream1.freetv.fun/cctv11-17.m3u8
321.24ms,红楼梦 第12集,https://v.cdnlz19.com/20240831/42415_c5f068ce/2000k/hls/mixed.m3u8
321.24ms,还不还,https://txmov2.a.kwimgs.com/bs3/video-hls/5203065042375807425_hlsb.m3u8
321.25ms,[HD]宜兴新闻,https://stream1.freetv.fun/yi-xing-xin-wen-1.m3u8
321.43ms,☆燕无歇,https://txmov2.a.kwimgs.com/upic/2023/07/19/01/BMjAyMzA3MTkwMTQ2NTdfMzUwMDUzNzE1MV8xMDgzMTEwMDE2NjRfMF8z_b_Be38462e17823715ea71e499ed818d1c5.mp4
321.52ms,西游记I 第十四集,https://txmov2.a.kwimgs.com/bs3/video-hls/5257952633664504505_hlsb.m3u8
321.72ms,Cooking Panda (576p),https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=46
321.73ms,Just for laughs – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/6093f48c95132a00075fd859/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
321.86ms,Al Arabiya Business,https://live.alarabiya.net/alarabiapublish/aswaaq.smil/playlist.m3u8
322.04ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-7.m3u8
322.20ms,翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
322.23ms,County News Center (CNC TV) (San Diego CA) (720p),https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/sdcounty/G0283_012/playlist.m3u8
322.27ms,BBC World Service,http://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/hls/nonuk/sbr_low/ak/bbc_world_service.m3u8
322.42ms,[HD]海宁新闻综合,https://stream1.freetv.fun/hai-zhu-xin-wen-zong-he-2.m3u8
322.68ms,西游记I 第十八集,https://txmov2.a.kwimgs.com/bs3/video-hls/5196028138193985933_hlsb.m3u8
322.71ms,handsome lau/HYPEEZY/冯泳-梦醒,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c6jsnkbc77u71r5rs1ig&ratio=720p&line=0
322.72ms,Muzzik TIKTAK,https://muzzik-live.morescreens.com/mts-a5/playlist.m3u8
322.79ms,New K-Pop (720p),https://newidco-newkid-1-eu.plex.wurl.tv/3000.m3u8
323.14ms,NBCLX,https://nbculocallive.akamaized.net/hls/live/2037096/lx/use1.m3u8
323.18ms,[HD]cctv-5 体育赛事,https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-4.m3u8
323.49ms,浙江卫视,https://epg.pw/stream/18109b1804a4d4c8acd2a83f3256b7495a047d7f5cf918ef92febd030933bfc2.m3u8
323.60ms,Duck Hunting TV,https://main.duckhunting.playout.vju.tv/duckhuntingtv/main.m3u8
324.11ms,Global Fashion Channel (1080p),https://pubgfc.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/playlist.m3u8
